countryregion,countrycode,date,s1_school,s2_work,s3_massgathering,s4_publictransport,s5_lockdown
Kenya,KEN,21-Mar-20,1,1,1,1,0
Kenya,KEN,22-Mar-20,1,1,1,1,0
Kenya,KEN,23-Mar-20,1,1,1,1,0
Kenya,KEN,24-Mar-20,1,1,1,1,0
Kenya,KEN,25-Mar-20,1,1,1,1,0
Kenya,KEN,26-Mar-20,1,1,1,1,0
Kenya,KEN,27-Mar-20,1,1,1,1,1
Kenya,KEN,28-Mar-20,1,1,1,1,1
Kenya,KEN,29-Mar-20,1,1,1,1,1
Kenya,KEN,30-Mar-20,1,1,1,1,1
Kenya,KEN,31-Mar-20,1,1,1,1,1
Kenya,KEN,01-Apr-20,1,1,1,1,1
Kenya,KEN,02-Apr-20,1,1,1,1,1
Kenya,KEN,03-Apr-20,1,1,1,1,1
Kenya,KEN,04-Apr-20,1,1,1,1,1
Kenya,KEN,05-Apr-20,1,1,1,1,1
Kenya,KEN,06-Apr-20,1,1,1,1,1
Kenya,KEN,07-Apr-20,1,1,1,1,1
Kenya,KEN,08-Apr-20,1,1,1,1,1
Kenya,KEN,09-Apr-20,1,1,1,1,1
Kenya,KEN,10-Apr-20,1,1,1,1,1
Kenya,KEN,11-Apr-20,1,1,1,1,1
Kenya,KEN,12-Apr-20,1,1,1,1,1
Kenya,KEN,13-Apr-20,1,1,1,1,1
Kenya,KEN,14-Apr-20,1,1,1,1,1
Kenya,KEN,15-Apr-20,1,1,1,1,1
Kenya,KEN,16-Apr-20,1,1,1,1,1
Kenya,KEN,17-Apr-20,1,1,1,1,1
Kenya,KEN,18-Apr-20,1,1,1,1,1
Kenya,KEN,19-Apr-20,1,1,1,1,1
Kenya,KEN,20-Apr-20,1,1,1,1,1
Kenya,KEN,21-Apr-20,1,1,1,1,1
Kenya,KEN,22-Apr-20,1,1,1,1,1
Kenya,KEN,23-Apr-20,1,1,1,1,1
Kenya,KEN,24-Apr-20,1,1,1,1,1
Kenya,KEN,25-Apr-20,1,1,1,1,1
Kenya,KEN,26-Apr-20,1,1,1,1,1
Kenya,KEN,27-Apr-20,1,1,1,1,1
Kenya,KEN,28-Apr-20,1,1,1,1,1
Kenya,KEN,29-Apr-20,1,1,1,1,1
Kenya,KEN,30-Apr-20,1,1,1,1,1
Kenya,KEN,01-May-20,1,1,1,1,1
Kenya,KEN,02-May-20,1,1,1,1,1
Kenya,KEN,03-May-20,1,1,1,1,1
Kenya,KEN,04-May-20,1,1,1,1,1
Kenya,KEN,05-May-20,1,1,1,1,1
Kenya,KEN,06-May-20,1,1,1,1,1
Kenya,KEN,07-May-20,1,1,1,1,1
Kenya,KEN,08-May-20,1,1,1,1,1
Kenya,KEN,09-May-20,1,1,1,1,1
Kenya,KEN,10-May-20,1,1,1,1,1
Kenya,KEN,11-May-20,1,1,1,1,1
Kenya,KEN,12-May-20,1,1,1,1,1
Kenya,KEN,13-May-20,1,1,1,1,1
Kenya,KEN,14-May-20,1,1,1,1,1
Kenya,KEN,15-May-20,1,1,1,1,1
Kenya,KEN,16-May-20,1,1,1,1,1
Kenya,KEN,17-May-20,1,1,1,1,1
Kenya,KEN,18-May-20,1,1,1,1,1
Kenya,KEN,19-May-20,1,1,1,1,1
Kenya,KEN,20-May-20,1,1,1,1,1
Kenya,KEN,21-May-20,1,1,1,1,1
Kenya,KEN,22-May-20,1,1,1,1,1
Kenya,KEN,23-May-20,1,1,1,1,1
Kenya,KEN,24-May-20,1,1,1,1,1
Kenya,KEN,25-May-20,1,1,1,1,1
Kenya,KEN,26-May-20,1,1,1,1,1
Kenya,KEN,27-May-20,1,1,1,1,1
Kenya,KEN,28-May-20,1,1,1,1,1
Kenya,KEN,29-May-20,1,1,1,1,1
Kenya,KEN,30-May-20,1,1,1,1,1
Kuwait,KWT,24-Feb-20,0,0,0,0,0
Kuwait,KWT,25-Feb-20,0,0,0,0,0
Kuwait,KWT,26-Feb-20,0,0,0,0,0
Kuwait,KWT,27-Feb-20,0,0,0,0,0
Kuwait,KWT,28-Feb-20,0,0,0,0,0
Kuwait,KWT,29-Feb-20,0,0,0,0,0
Kuwait,KWT,01-Mar-20,1,0,0,0,0
Kuwait,KWT,02-Mar-20,1,0,0,0,0
Kuwait,KWT,03-Mar-20,1,0,0,0,0
Kuwait,KWT,06-Mar-20,1,0,0,0,0
Kuwait,KWT,08-Mar-20,1,0,1,0,0
Kuwait,KWT,09-Mar-20,1,0,1,0,0
Kuwait,KWT,10-Mar-20,1,0,1,0,0
Kuwait,KWT,11-Mar-20,1,1,1,0,0
Kuwait,KWT,12-Mar-20,1,1,1,1,0
Kuwait,KWT,13-Mar-20,1,1,1,1,0
Kuwait,KWT,14-Mar-20,1,1,1,1,0
Kuwait,KWT,15-Mar-20,1,1,1,1,0
Kuwait,KWT,16-Mar-20,1,1,1,1,0
Kuwait,KWT,17-Mar-20,1,1,1,1,0
Kuwait,KWT,18-Mar-20,1,1,1,1,0
Kuwait,KWT,19-Mar-20,1,1,1,1,0
Kuwait,KWT,20-Mar-20,1,1,1,1,0
Kuwait,KWT,21-Mar-20,1,1,1,1,0
Kuwait,KWT,22-Mar-20,1,1,1,1,1
Kuwait,KWT,23-Mar-20,1,1,1,1,1
Kuwait,KWT,24-Mar-20,1,1,1,1,1
Kuwait,KWT,25-Mar-20,1,1,1,1,1
Kuwait,KWT,26-Mar-20,1,1,1,1,1
Kuwait,KWT,27-Mar-20,1,1,1,1,1
Kuwait,KWT,28-Mar-20,1,1,1,1,1
Kuwait,KWT,29-Mar-20,1,1,1,1,1
Kuwait,KWT,30-Mar-20,1,1,1,1,1
Kuwait,KWT,31-Mar-20,1,1,1,1,1
Kuwait,KWT,01-Apr-20,1,1,1,1,1
Kuwait,KWT,02-Apr-20,1,1,1,1,1
Kuwait,KWT,03-Apr-20,1,1,1,1,1
Kuwait,KWT,04-Apr-20,1,1,1,1,1
Kuwait,KWT,05-Apr-20,1,1,1,1,1
Kuwait,KWT,06-Apr-20,1,1,1,1,1
Kuwait,KWT,07-Apr-20,1,1,1,1,1
Kuwait,KWT,08-Apr-20,1,1,1,1,1
Kuwait,KWT,09-Apr-20,1,1,1,1,1
Kuwait,KWT,10-Apr-20,1,1,1,1,1
Kuwait,KWT,11-Apr-20,1,1,1,1,1
Kuwait,KWT,12-Apr-20,1,1,1,1,1
Kuwait,KWT,13-Apr-20,1,1,1,1,1
Kuwait,KWT,14-Apr-20,1,1,1,1,1
Kuwait,KWT,15-Apr-20,1,1,1,1,1
Kuwait,KWT,16-Apr-20,1,1,1,1,1
Kuwait,KWT,17-Apr-20,1,1,1,1,1
Kuwait,KWT,18-Apr-20,1,1,1,1,1
Kuwait,KWT,19-Apr-20,1,1,1,1,1
Kuwait,KWT,20-Apr-20,1,1,1,1,1
Kuwait,KWT,21-Apr-20,1,1,1,1,1
Kuwait,KWT,22-Apr-20,1,1,1,1,1
Kuwait,KWT,23-Apr-20,1,1,1,1,1
Kuwait,KWT,24-Apr-20,1,1,1,1,1
Kuwait,KWT,25-Apr-20,1,1,1,1,1
Kuwait,KWT,26-Apr-20,1,1,1,1,1
Kuwait,KWT,27-Apr-20,1,1,1,1,1
Kuwait,KWT,28-Apr-20,1,1,1,1,1
Kuwait,KWT,29-Apr-20,1,1,1,1,1
Kuwait,KWT,30-Apr-20,1,1,1,1,1
Kuwait,KWT,01-May-20,1,1,1,1,1
Kuwait,KWT,02-May-20,1,1,1,1,1
Kuwait,KWT,03-May-20,1,1,1,1,1
Kuwait,KWT,04-May-20,1,1,1,1,1
Kuwait,KWT,05-May-20,1,1,1,1,1
Kuwait,KWT,06-May-20,1,1,1,1,1
Kuwait,KWT,07-May-20,1,1,1,1,1
Kuwait,KWT,08-May-20,1,1,1,1,1
Kuwait,KWT,09-May-20,1,1,1,1,1
Kuwait,KWT,10-May-20,1,1,1,1,1
Kuwait,KWT,11-May-20,1,1,1,1,1
Kuwait,KWT,12-May-20,1,1,1,1,1
Kuwait,KWT,13-May-20,1,1,1,1,1
Kuwait,KWT,14-May-20,1,1,1,1,1
Kuwait,KWT,15-May-20,1,1,1,1,1
Kuwait,KWT,16-May-20,1,1,1,1,1
Kuwait,KWT,17-May-20,1,1,1,1,1
Kuwait,KWT,18-May-20,1,1,1,1,1
Kuwait,KWT,19-May-20,1,1,1,1,1
Kuwait,KWT,20-May-20,1,1,1,1,1
Kuwait,KWT,21-May-20,1,1,1,1,1
Kuwait,KWT,22-May-20,1,1,1,1,1
Kuwait,KWT,23-May-20,1,1,1,1,1
Kuwait,KWT,24-May-20,1,1,1,1,1
Kuwait,KWT,25-May-20,1,1,1,1,1
Kuwait,KWT,26-May-20,1,1,1,1,1
Kuwait,KWT,27-May-20,1,1,1,1,1
Kuwait,KWT,28-May-20,1,1,1,1,1
Kuwait,KWT,29-May-20,1,1,1,1,1
Kuwait,KWT,30-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,19-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,20-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,21-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,22-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,23-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,24-Mar-20,1,1,1,0,1
Kyrgyz Republic,KGZ,25-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,26-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,27-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,28-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,29-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,30-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,31-Mar-20,1,1,1,1,1
Kyrgyz Republic,KGZ,01-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,02-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,03-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,04-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,05-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,06-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,07-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,08-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,09-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,10-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,11-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,12-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,13-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,14-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,15-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,16-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,17-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,18-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,19-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,20-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,21-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,22-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,23-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,24-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,25-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,26-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,27-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,28-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,29-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,30-Apr-20,1,1,1,1,1
Kyrgyz Republic,KGZ,01-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,02-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,03-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,04-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,05-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,06-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,07-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,08-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,09-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,10-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,11-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,12-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,13-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,14-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,15-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,16-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,17-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,18-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,19-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,20-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,21-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,22-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,23-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,24-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,25-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,26-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,27-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,28-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,29-May-20,1,1,1,1,1
Kyrgyz Republic,KGZ,30-May-20,1,1,1,1,1
Latvia,LVA,03-Mar-20,0,0,0,0,0
Latvia,LVA,08-Mar-20,0,0,0,0,0
Latvia,LVA,09-Mar-20,0,0,0,0,0
Latvia,LVA,10-Mar-20,0,0,0,0,0
Latvia,LVA,11-Mar-20,0,0,0,0,0
Latvia,LVA,12-Mar-20,0,0,0,0,0
Latvia,LVA,13-Mar-20,1,1,1,0,1
Latvia,LVA,14-Mar-20,1,1,1,0,1
Latvia,LVA,15-Mar-20,1,1,1,0,1
Latvia,LVA,16-Mar-20,1,1,1,0,1
Latvia,LVA,17-Mar-20,1,1,1,0,1
Latvia,LVA,18-Mar-20,1,1,1,0,1
Latvia,LVA,19-Mar-20,1,1,1,0,1
Latvia,LVA,20-Mar-20,1,1,1,0,1
Latvia,LVA,21-Mar-20,1,1,1,0,1
Latvia,LVA,22-Mar-20,1,1,1,0,1
Latvia,LVA,23-Mar-20,1,1,1,0,1
Latvia,LVA,24-Mar-20,1,1,1,0,1
Latvia,LVA,25-Mar-20,1,1,1,0,1
Latvia,LVA,26-Mar-20,1,1,1,0,1
Latvia,LVA,27-Mar-20,1,1,1,1,1
Latvia,LVA,28-Mar-20,1,1,1,1,1
Latvia,LVA,29-Mar-20,1,1,1,1,1
Latvia,LVA,30-Mar-20,1,1,1,1,1
Latvia,LVA,31-Mar-20,1,1,1,1,1
Latvia,LVA,01-Apr-20,1,1,1,1,1
Latvia,LVA,02-Apr-20,1,1,1,1,1
Latvia,LVA,03-Apr-20,1,1,1,1,1
Latvia,LVA,04-Apr-20,1,1,1,1,1
Latvia,LVA,05-Apr-20,1,1,1,1,1
Latvia,LVA,06-Apr-20,1,1,1,1,1
Latvia,LVA,07-Apr-20,1,1,1,1,1
Latvia,LVA,08-Apr-20,1,1,1,1,1
Latvia,LVA,09-Apr-20,1,1,1,1,1
Latvia,LVA,10-Apr-20,1,1,1,1,1
Latvia,LVA,11-Apr-20,1,1,1,1,1
Latvia,LVA,12-Apr-20,1,1,1,1,1
Latvia,LVA,13-Apr-20,1,1,1,1,1
Latvia,LVA,14-Apr-20,1,1,1,1,1
Latvia,LVA,15-Apr-20,1,1,1,1,1
Latvia,LVA,16-Apr-20,1,1,1,1,1
Latvia,LVA,17-Apr-20,1,1,1,1,1
Latvia,LVA,18-Apr-20,1,1,1,1,1
Latvia,LVA,19-Apr-20,1,1,1,1,1
Latvia,LVA,20-Apr-20,1,1,1,1,1
Latvia,LVA,21-Apr-20,1,1,1,1,1
Latvia,LVA,22-Apr-20,1,1,1,1,1
Latvia,LVA,23-Apr-20,1,1,1,1,1
Latvia,LVA,24-Apr-20,1,1,1,1,1
Latvia,LVA,25-Apr-20,1,1,1,1,1
Latvia,LVA,26-Apr-20,1,1,1,1,1
Latvia,LVA,27-Apr-20,1,1,1,1,1
Latvia,LVA,28-Apr-20,1,1,1,1,1
Latvia,LVA,29-Apr-20,1,1,1,1,1
Latvia,LVA,30-Apr-20,1,1,1,1,1
Latvia,LVA,01-May-20,1,1,1,1,1
Latvia,LVA,02-May-20,1,1,1,1,1
Latvia,LVA,03-May-20,1,1,1,1,1
Latvia,LVA,04-May-20,1,1,1,1,1
Latvia,LVA,05-May-20,1,1,1,1,1
Latvia,LVA,06-May-20,1,1,1,1,1
Latvia,LVA,07-May-20,1,1,1,1,1
Latvia,LVA,08-May-20,1,1,1,1,1
Latvia,LVA,09-May-20,1,1,1,1,1
Latvia,LVA,10-May-20,1,1,1,1,1
Latvia,LVA,11-May-20,1,1,1,1,1
Latvia,LVA,12-May-20,1,1,1,1,1
Latvia,LVA,13-May-20,1,1,1,1,1
Latvia,LVA,14-May-20,1,1,1,1,1
Latvia,LVA,15-May-20,1,1,1,1,1
Latvia,LVA,16-May-20,1,1,1,1,1
Latvia,LVA,17-May-20,1,1,1,1,1
Latvia,LVA,18-May-20,1,1,1,1,1
Latvia,LVA,19-May-20,1,1,1,1,1
Latvia,LVA,20-May-20,1,1,1,1,1
Latvia,LVA,21-May-20,1,1,1,1,1
Latvia,LVA,22-May-20,1,1,1,1,1
Latvia,LVA,23-May-20,1,1,1,1,1
Latvia,LVA,24-May-20,1,1,1,1,1
Latvia,LVA,25-May-20,1,1,1,1,1
Latvia,LVA,26-May-20,1,1,1,1,1
Latvia,LVA,27-May-20,1,1,1,1,1
Latvia,LVA,28-May-20,1,1,1,1,1
Latvia,LVA,29-May-20,1,1,1,1,1
Latvia,LVA,30-May-20,1,1,1,1,1
Lebanon,LBN,22-Feb-20,0,0,0,0,0
Lebanon,LBN,23-Feb-20,0,0,0,0,0
Lebanon,LBN,24-Feb-20,0,0,0,0,0
Lebanon,LBN,25-Feb-20,0,0,0,0,0
Lebanon,LBN,26-Feb-20,0,0,0,0,0
Lebanon,LBN,27-Feb-20,0,0,0,0,0
Lebanon,LBN,28-Feb-20,0,0,0,0,0
Lebanon,LBN,29-Feb-20,1,0,0,0,0
Lebanon,LBN,01-Mar-20,1,0,0,0,0
Lebanon,LBN,02-Mar-20,1,0,0,0,0
Lebanon,LBN,03-Mar-20,1,0,0,0,0
Lebanon,LBN,06-Mar-20,1,1,0,0,0
Lebanon,LBN,07-Mar-20,1,1,0,0,0
Lebanon,LBN,09-Mar-20,1,1,0,0,0
Lebanon,LBN,10-Mar-20,1,1,0,0,0
Lebanon,LBN,11-Mar-20,1,1,0,0,0
Lebanon,LBN,12-Mar-20,1,1,0,0,0
Lebanon,LBN,13-Mar-20,1,1,0,0,0
Lebanon,LBN,15-Mar-20,1,1,0,0,0
Lebanon,LBN,16-Mar-20,1,1,1,0,1
Lebanon,LBN,17-Mar-20,1,1,1,0,1
Lebanon,LBN,18-Mar-20,1,1,1,1,1
Lebanon,LBN,19-Mar-20,1,1,1,1,1
Lebanon,LBN,20-Mar-20,1,1,1,1,1
Lebanon,LBN,21-Mar-20,1,1,1,1,1
Lebanon,LBN,22-Mar-20,1,1,1,1,1
Lebanon,LBN,23-Mar-20,1,1,1,1,1
Lebanon,LBN,24-Mar-20,1,1,1,1,1
Lebanon,LBN,25-Mar-20,1,1,1,1,1
Lebanon,LBN,26-Mar-20,1,1,1,1,1
Lebanon,LBN,27-Mar-20,1,1,1,1,1
Lebanon,LBN,28-Mar-20,1,1,1,1,1
Lebanon,LBN,29-Mar-20,1,1,1,1,1
Lebanon,LBN,30-Mar-20,1,1,1,1,1
Lebanon,LBN,31-Mar-20,1,1,1,1,1
Lebanon,LBN,01-Apr-20,1,1,1,1,1
Lebanon,LBN,02-Apr-20,1,1,1,1,1
Lebanon,LBN,03-Apr-20,1,1,1,1,1
Lebanon,LBN,04-Apr-20,1,1,1,1,1
Lebanon,LBN,05-Apr-20,1,1,1,1,1
Lebanon,LBN,06-Apr-20,1,1,1,1,1
Lebanon,LBN,07-Apr-20,1,1,1,1,1
Lebanon,LBN,08-Apr-20,1,1,1,1,1
Lebanon,LBN,09-Apr-20,1,1,1,1,1
Lebanon,LBN,10-Apr-20,1,1,1,1,1
Lebanon,LBN,11-Apr-20,1,1,1,1,1
Lebanon,LBN,12-Apr-20,1,1,1,1,1
Lebanon,LBN,13-Apr-20,1,1,1,1,1
Lebanon,LBN,14-Apr-20,1,1,1,1,1
Lebanon,LBN,15-Apr-20,1,1,1,1,1
Lebanon,LBN,16-Apr-20,1,1,1,1,1
Lebanon,LBN,17-Apr-20,1,1,1,1,1
Lebanon,LBN,18-Apr-20,1,1,1,1,1
Lebanon,LBN,19-Apr-20,1,1,1,1,1
Lebanon,LBN,20-Apr-20,1,1,1,1,1
Lebanon,LBN,21-Apr-20,1,1,1,1,1
Lebanon,LBN,22-Apr-20,1,1,1,1,1
Lebanon,LBN,23-Apr-20,1,1,1,1,1
Lebanon,LBN,24-Apr-20,1,1,1,1,1
Lebanon,LBN,25-Apr-20,1,1,1,1,1
Lebanon,LBN,26-Apr-20,1,1,1,1,1
Lebanon,LBN,27-Apr-20,1,1,1,1,1
Lebanon,LBN,28-Apr-20,1,1,1,1,1
Lebanon,LBN,29-Apr-20,1,1,1,1,1
Lebanon,LBN,30-Apr-20,1,1,1,1,1
Lebanon,LBN,01-May-20,1,1,1,1,1
Lebanon,LBN,02-May-20,1,1,1,1,1
Lebanon,LBN,03-May-20,1,1,1,1,1
Lebanon,LBN,04-May-20,1,1,1,1,1
Lebanon,LBN,05-May-20,1,1,1,1,1
Lebanon,LBN,06-May-20,1,1,1,1,1
Lebanon,LBN,07-May-20,1,1,1,1,1
Lebanon,LBN,08-May-20,1,1,1,1,1
Lebanon,LBN,09-May-20,1,1,1,1,1
Lebanon,LBN,10-May-20,1,1,1,1,1
Lebanon,LBN,11-May-20,1,1,1,1,1
Lebanon,LBN,12-May-20,1,1,1,1,1
Lebanon,LBN,13-May-20,1,1,1,1,1
Lebanon,LBN,14-May-20,1,1,1,1,1
Lebanon,LBN,15-May-20,1,1,1,1,1
Lebanon,LBN,16-May-20,1,1,1,1,1
Lebanon,LBN,17-May-20,1,1,1,1,1
Lebanon,LBN,18-May-20,1,1,1,1,1
Lebanon,LBN,19-May-20,1,1,1,1,1
Lebanon,LBN,20-May-20,1,1,1,1,1
Lebanon,LBN,21-May-20,1,1,1,1,1
Lebanon,LBN,22-May-20,1,1,1,1,1
Lebanon,LBN,23-May-20,1,1,1,1,1
Lebanon,LBN,24-May-20,1,1,1,1,1
Lebanon,LBN,25-May-20,1,1,1,1,1
Lebanon,LBN,26-May-20,1,1,1,1,1
Lebanon,LBN,27-May-20,1,1,1,1,1
Lebanon,LBN,28-May-20,1,1,1,1,1
Lebanon,LBN,29-May-20,1,1,1,1,1
Lebanon,LBN,30-May-20,1,1,1,1,1
Liberia,LBR,17-Mar-20,1,0,0,1,0
Liberia,LBR,18-Mar-20,1,0,0,1,0
Liberia,LBR,19-Mar-20,1,0,0,1,0
Liberia,LBR,20-Mar-20,1,0,0,1,0
Liberia,LBR,21-Mar-20,1,0,0,1,1
Liberia,LBR,22-Mar-20,1,1,1,1,1
Liberia,LBR,23-Mar-20,1,1,1,1,1
Liberia,LBR,24-Mar-20,1,1,1,1,1
Liberia,LBR,25-Mar-20,1,1,1,1,1
Liberia,LBR,26-Mar-20,1,1,1,1,1
Liberia,LBR,27-Mar-20,1,1,1,1,1
Liberia,LBR,28-Mar-20,1,1,1,1,1
Liberia,LBR,29-Mar-20,1,1,1,1,1
Liberia,LBR,30-Mar-20,1,1,1,1,1
Liberia,LBR,31-Mar-20,1,1,1,1,1
Liberia,LBR,01-Apr-20,1,1,1,1,1
Liberia,LBR,02-Apr-20,1,1,1,1,1
Liberia,LBR,03-Apr-20,1,1,1,1,1
Liberia,LBR,04-Apr-20,1,1,1,1,1
Liberia,LBR,05-Apr-20,1,1,1,1,1
Liberia,LBR,06-Apr-20,1,1,1,1,1
Liberia,LBR,07-Apr-20,1,1,1,1,1
Liberia,LBR,08-Apr-20,1,1,1,1,1
Liberia,LBR,09-Apr-20,1,1,1,1,1
Liberia,LBR,10-Apr-20,1,1,1,1,1
Liberia,LBR,11-Apr-20,1,1,1,1,1
Liberia,LBR,12-Apr-20,1,1,1,1,1
Liberia,LBR,13-Apr-20,1,1,1,1,1
Liberia,LBR,14-Apr-20,1,1,1,1,1
Liberia,LBR,15-Apr-20,1,1,1,1,1
Liberia,LBR,16-Apr-20,1,1,1,1,1
Liberia,LBR,17-Apr-20,1,1,1,1,1
Liberia,LBR,18-Apr-20,1,1,1,1,1
Liberia,LBR,19-Apr-20,1,1,1,1,1
Liberia,LBR,20-Apr-20,1,1,1,1,1
Liberia,LBR,21-Apr-20,1,1,1,1,1
Liberia,LBR,22-Apr-20,1,1,1,1,1
Liberia,LBR,23-Apr-20,1,1,1,1,1
Liberia,LBR,24-Apr-20,1,1,1,1,1
Liberia,LBR,25-Apr-20,1,1,1,1,1
Liberia,LBR,26-Apr-20,1,1,1,1,1
Liberia,LBR,27-Apr-20,1,1,1,1,1
Liberia,LBR,28-Apr-20,1,1,1,1,1
Liberia,LBR,29-Apr-20,1,1,1,1,1
Liberia,LBR,30-Apr-20,1,1,1,1,1
Liberia,LBR,01-May-20,1,1,1,1,1
Liberia,LBR,02-May-20,1,1,1,1,1
Liberia,LBR,03-May-20,1,1,1,1,1
Liberia,LBR,04-May-20,1,1,1,1,1
Liberia,LBR,05-May-20,1,1,1,1,1
Liberia,LBR,06-May-20,1,1,1,1,1
Liberia,LBR,07-May-20,1,1,1,1,1
Liberia,LBR,08-May-20,1,1,1,1,1
Liberia,LBR,09-May-20,1,1,1,1,1
Liberia,LBR,10-May-20,1,1,1,1,1
Liberia,LBR,11-May-20,1,1,1,1,1
Liberia,LBR,12-May-20,1,1,1,1,1
Liberia,LBR,13-May-20,1,1,1,1,1
Liberia,LBR,14-May-20,1,1,1,1,1
Liberia,LBR,15-May-20,1,1,1,1,1
Liberia,LBR,16-May-20,1,1,1,1,1
Liberia,LBR,17-May-20,1,1,1,1,1
Liberia,LBR,18-May-20,1,1,1,1,1
Liberia,LBR,19-May-20,1,1,1,1,1
Liberia,LBR,20-May-20,1,1,1,1,1
Liberia,LBR,21-May-20,1,1,1,1,1
Liberia,LBR,22-May-20,1,1,1,1,1
Liberia,LBR,23-May-20,1,1,1,1,1
Liberia,LBR,24-May-20,1,1,1,1,1
Liberia,LBR,25-May-20,1,1,1,1,1
Liberia,LBR,26-May-20,1,1,1,1,1
Liberia,LBR,27-May-20,1,1,1,1,1
Liberia,LBR,28-May-20,1,1,1,1,1
Liberia,LBR,29-May-20,1,1,1,1,1
Liberia,LBR,30-May-20,1,1,1,1,1
Libya,LBY,25-Mar-20,1,1,1,1,1
Libya,LBY,26-Mar-20,1,1,1,1,1
Libya,LBY,27-Mar-20,1,1,1,1,1
Libya,LBY,28-Mar-20,1,1,1,1,1
Libya,LBY,29-Mar-20,1,1,1,1,1
Libya,LBY,30-Mar-20,1,1,1,1,1
Libya,LBY,31-Mar-20,1,1,1,1,1
Libya,LBY,01-Apr-20,1,1,1,1,1
Libya,LBY,02-Apr-20,1,1,1,1,1
Libya,LBY,03-Apr-20,1,1,1,1,1
Libya,LBY,04-Apr-20,1,1,1,1,1
